County,Candidate,Party
ARAD,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARAD,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARAD,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARAD,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
ARAD,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARAD,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARAD,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA

ARAD,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARAD,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARAD,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARAD,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARAD,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARAD,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARAD,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARAD,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARAD,FARAGO PETRU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,VERES ATTILA-CSABA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,KORONDI-JÓZSA ERICA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,SANDU CRISTIAN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,HORVATH JULIA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,PALLAGI MÁTÉ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,ZAGONI-SZABO ANDREI,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,BARBOCZ ISABELLA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,PAPP ATILA-IOSIF,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARAD,IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA
ARAD,MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
ARAD,JUCAN IOANA-CRISTINA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
ARAD,ZISOPOL DRAGOȘ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA
ARAD,LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARAD,LONGHER VICTORIA,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARAD,IRIȘEC IOSEF,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARAD,ZIELONKA ANA,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARAD,WIENER ADRIAN,UNIUNEA SALVAȚI ROMÂNIA
ARAD,DRONCA IULIAN-DANIEL,UNIUNEA SALVAȚI ROMÂNIA
ARAD,ȚOLE DANIEL- IOAN,UNIUNEA SALVAȚI ROMÂNIA
ARAD,ACHIM-CRIȘAN ADRIAN,UNIUNEA SALVAȚI ROMÂNIA
ARAD,MUREȘAN DANIEL-MARCEL,UNIUNEA SALVAȚI ROMÂNIA
ARAD,CIUMPE ELENA-LOREDANA,UNIUNEA SALVAȚI ROMÂNIA
ARAD,SINGUREANU MARIANA,UNIUNEA SALVAȚI ROMÂNIA
ARAD,TORZ OVIDIU-DANIEL,UNIUNEA SALVAȚI ROMÂNIA

ARAD,PALCONI AUREL-CODRUȚ,UNIUNEA SALVAȚI ROMÂNIA
ARAD,CRÎSTICI OGNEAN,UNIUNEA SÂRBILOR DIN ROMÂNIA
ARAD,PETREȚCHI NICOLAE-MIROSLAV,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARAD,HORVAT IRINA-LIUBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARAD,SAUCIUC ILIE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARAD,SZABO-CONDREI MARIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARAD,PASENCIUC VASILE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARAD,GHERMAN LUCICA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARGEŞ,TRANDAFIR BRIANA-ANDREEA,ALIANȚA NAȚIONAL CREȘTINĂ
ARGEŞ,ȚOȚU COSMIN-SLAVIUS,ALIANȚA NAȚIONAL CREȘTINĂ
ARGEŞ,GHINEA CORNELIA,ALIANȚA NAȚIONAL CREȘTINĂ
ARGEŞ,VELCESCU FLORIN-BOGDAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,BUTURĂ CRISTINA-IRINA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,DELIU RALUCA-MARIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,BĂDULESCU PAULA-MĂDĂLINA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,BADEA CRISTIAN,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,ENESCU MARIUS,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,LUCA ANDREI-CLAUDIU,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,IANCU IONELA-GAROFIȚA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,NISTOR GHEORGHE,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,BULF DĂNUȚ,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,RUNCEANU ANA-MARIA,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,OHACI ANDREI-ROMICĂ,ALIANȚA PENTRU UNIREA ROMÂNILOR
ARGEŞ,NEAMȚU SIMONA-ELENA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ARGEŞ,JIPA ELENA-TEODORA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ARGEŞ,IOV VASILE,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ARGEŞ,IOV CRISTEA,ALTERNATIVA PENTRU DEMNITATE NAȚIONALĂ
ARGEŞ,GROSARU IOANA,ASOCIAȚIA ITALIENILOR DIN ROMÂNIA – RO.AS.IT.
ARGEŞ,STOICA BOGDAN-ALIN,"ASOCIAȚIA ""LIGA ALBANEZILOR DIN ROMÂNIA"""
ARGEŞ,STANCU IONEL,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
ARGEŞ,CODREANU CRISTINA,ASOCIAȚIA MACEDONENILOR DIN ROMÂNIA
ARGEŞ,PĂUN NICOLAE,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
ARGEŞ,PARASCHIV IULIAN-COSTEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""

ARGEŞ,PARASCHIV BOGDAN-FLORIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
ARGEŞ,GOTU VIORICA,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
ARGEŞ,PĂUN IONUȚ-CONSTANTIN,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
ARGEŞ,VASILE DANIEL,"ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA"""
ARGEŞ,BANU-MUSCEL JOHN-ION,CANDIDAT INDEPENDENT
ARGEŞ,HAGIMĂ GEANINA-ELENA,CANDIDAT INDEPENDENT
ARGEŞ,FEODOR SILVIU,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
ARGEŞ,ARTION NICOLAE,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
ARGEŞ,CRĂCIUN SVETLANA-FLORENTINA,COMUNITATEA RUȘILOR LIPOVENI DIN ROMÂNIA
ARGEŞ,VÎLVOI ALEXANDRU,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ARGEŞ,PLUGARU DANIELA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ARGEŞ,NEDELCU CARMEN,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ARGEŞ,COSTACHE CRISTINA-GINA,DREPTATE ȘI RESPECT ÎN EUROPA PENTRU TOȚI
ARGEŞ,VEXLER SILVIU,FEDERAȚIA COMUNITĂȚILOR EVREIEȘTI DIN ROMÂNIA
ARGEŞ,MIUȚESCU GHEORGHE-ADRIAN,FORȚA DREPTEI
ARGEŞ,SOARE EMANUEL,FORȚA DREPTEI
ARGEŞ,BAIBARAC FLAVIUS-CONSTANTIN,FORȚA DREPTEI
ARGEŞ,STATE IONEL,FORȚA DREPTEI
ARGEŞ,DRĂGAN MARIAN,FORȚA DREPTEI
ARGEŞ,BACIU NICOLAE-COSTIN,FORȚA DREPTEI
ARGEŞ,MORARU CĂTĂLIN,FORȚA DREPTEI
ARGEŞ,ZABARI ANDREEA,FORȚA DREPTEI
ARGEŞ,AMARINEI RADU,FORȚA DREPTEI
ARGEŞ,CRÎȘMAC EMIL,FORȚA DREPTEI
ARGEŞ,ZEANA CORNELIU,FORȚA DREPTEI
ARGEŞ,CRĂCIUNEANU VIOREL,FORȚA DREPTEI
ARGEŞ,BOUDA ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
ARGEŞ,MOȚEC ȘTEFAN,FORUMUL CEHILOR DIN ROMÂNIA
ARGEŞ,PERVULESCU ASTRID-MARICHEN,FORUMUL CEHILOR DIN ROMÂNIA
ARGEŞ,GANȚ OVIDIU-VICTOR,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
ARGEŞ,ȘINDILARIU THOMAS,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
ARGEŞ,ROST ANDREA-BETTINA,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA
ARGEŞ,MANTA-KLEMENS CHRISTINE,FORUMUL DEMOCRAT AL GERMANILOR DIN ROMÂNIA

ARGEŞ,DOBRICĂ MERY DIANA,PARTIDUL DREPTĂȚII
ARGEŞ,RĂDUCU MIHAELA,PARTIDUL DREPTĂȚII
ARGEŞ,VASILE MIRELA,PARTIDUL ECOLOGIST ROMÂN
ARGEŞ,MEDAN MIRCEA-MARCEL,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,MILITARU MARIAN,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,TUDOR ALICE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,GRIGORE ION-GHEORGHE,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,SCARLAT TEODORA-MARIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,POPESCU HELEN-OLIVIA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,MATEESCU NICULINA-ANDREEA,PARTIDUL NAȚIONAL CONSERVATOR ROMÂN
ARGEŞ,GORGHIU ALINA-ȘTEFANIA,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,PERIANU RADU-VALERIU,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,CĂLINESCU ALIN-MARIAN,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,DUMITRAȘCU MARIA-CĂTĂLINA,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,NĂSTASE LOREDANA-NICOLETA,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,VOICU VASILE-DORIN,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,PETRESCU ION-COSMIN,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,FLOREA CONSTANTIN-EDUARD,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,STANCIU ALEXANDRINA,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,PĂNESCU ANA-MARIA,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,CĂLIN CĂLIN-IULIAN,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,GHEORGHE TRAIAN-GABRIEL,PARTIDUL NAȚIONAL LIBERAL
ARGEŞ,DUNĂ FLORIN-LUCIAN,PARTIDUL NOUA ROMÂNIE
ARGEŞ,POPA DORIN,PARTIDUL OAMENILOR TINERI
ARGEŞ,CIOCOIU ȘTEFANIA,PARTIDUL OAMENILOR TINERI
ARGEŞ,MARCU GEORGE,PARTIDUL OAMENILOR TINERI
ARGEŞ,ȚUȚU FLAVIA-NATALIE,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,DOROBANȚU ANDREEA-ELENA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,ĂRBULESCU DECEBAL-REGINALD-CONSTANTI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,ADAM LIVIU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,NAIE ANDREEA-ROXANA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,MICU ALEXANDRU,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,OLTEANU LIVIU-MIHAI,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI

ARGEŞ,SORICĂ ANDREI-CRISTIAN,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,GÎREA CĂTĂLINA-CRISTINA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,OLTEANU LUIZA-ALEXANDRA,REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI
ARGEŞ,CROITORU ALEXANDRU-MIRCEA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
ARGEŞ,STANCIU LAVINIA-ANDREEA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
ARGEŞ,AVRAM ANDREEA-MARIA,PARTIDUL ROMÂNIA ÎN ACȚIUNE
ARGEŞ,BUCURA-OPRESCU SIMONA,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,MIHALCEA REMUS-GABRIEL,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,MÎNDROC CĂTĂLIN-VIOREL,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,FĂCĂLEAȚĂ IOANA,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,PAVELESCU NICOLAE,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,ENACHE VALENTIN-VIOREL,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,STOICULESCU ANCA-ANNE-MARIE,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,NIȚESCU ELEODOR-OLAVI,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,DEACONESCU VALENTIN-ION,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,BUGHIU ADRIAN-DUMITRU,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,OLTEANU IUSTIN-VALENTIN,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,MĂDULĂREA GEORGEL,PARTIDUL SOCIAL DEMOCRAT
ARGEŞ,MARIAN ION-CRISTINEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,TOMESCU TEODORA-ELENA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,POPA CRISTINA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,LUDINAȘ NICULAE-DANIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,SĂULESCU MARIAN-CORNELIU,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,FLOREA ROXANA-CLAUDIA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,MUȘOIU ALEXANDRU-ȘTEFAN,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,RADU DANIEL,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,ION NICUȘOR,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,COȘMAN SORINA-ANDREEA,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,DUMITRU ANDREI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,PĂLĂNCEANU EUGEN-MIHAI,PARTIDUL SOCIAL DEMOCRAT INDEPENDENT
ARGEŞ,TUFĂ IULIANA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,TILĂ DUMITRU,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,BUȘESCU IONUȚ-DRAGOȘ,PARTIDUL SOCIAL DEMOCRAT UNIT

ARGEŞ,BUȘESCU MĂDĂLINA-IULIANA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,GHEORGHE ANA-MARIA-ROXANA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,SOCOL ALINA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,LEPĂDUȘ STELA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,BOBU MIHAI-CRISTIAN,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,ION CRISTINA-ȘTEFANIA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,MITROI LAURA-ELENA,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,BĂRAN VICTOR-MIHAI,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,NEDELESCU GHEORGHE,PARTIDUL SOCIAL DEMOCRAT UNIT
ARGEŞ,IONESCU TUDOR,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,TUDOSE IULIANA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,MIAUTĂ SANDU-IONUȚ,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,COMISU VIOREL,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,GÎRJOABĂ RADU-MARIAN,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,HERIȘANU OLGA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,DIACONESCU PAULA-IONELA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,BĂRBOIU ION-CĂTĂLIN,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,MIHAI ANDREEA-LUIZA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,EREMIA MĂDĂLIN-MARIAN,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,STAN ALINA-CRISTINA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,LALA TEODORA,PARTIDUL S.O.S. ROMÂNIA
ARGEŞ,MARINESCU CICERONE-NICOLAIE,PARTIDUL UNIUNEA GETO-DACILOR
ARGEŞ,CEAUȘU DAIAN-MIHAI,PARTIDUL UNIUNEA GETO-DACILOR
ARGEŞ,VASILCA IULIAN-MUGUREL,PARTIDUL UNIUNEA GETO-DACILOR
ARGEŞ,NEACȘU ADRIANA,PARTIDUL UNIUNEA GETO-DACILOR
ARGEŞ,EFTIMIE OANA-ALINA,PATRIOȚII POPORULUI ROMÂN
ARGEŞ,COSMA MIHAELA-CRISTINA,PATRIOȚII POPORULUI ROMÂN
ARGEŞ,POPESCU VICTOR,ROMÂNIA SOCIALISTĂ
ARGEŞ,DOBRE CORNEL,ROMÂNIA SOCIALISTĂ
ARGEŞ,NIȚĂ MARIAN,ROMÂNIA SOCIALISTĂ
ARGEŞ,DUBIȚ MIHAI,ROMÂNIA SOCIALISTĂ
ARGEŞ,BADEA VIOREL,ROMÂNIA SOCIALISTĂ
ARGEŞ,ANGHEL MARIA,ROMÂNIA SOCIALISTĂ

ARGEŞ,GRANDORI DAN-AURELIAN,ROMÂNIA SOCIALISTĂ
ARGEŞ,ȘTEFAN FLORIAN,ROMÂNIA SOCIALISTĂ
ARGEŞ,DOBRE FLORIN,ROMÂNIA SOCIALISTĂ
ARGEŞ,GHENCEA PETRE-RAUL,ROMÂNIA SOCIALISTĂ
ARGEŞ,GHEORGHE IONEL,ROMÂNIA SOCIALISTĂ
ARGEŞ,AMZĂR VALENTIN-DUMITRU,ROMÂNIA SOCIALISTĂ
ARGEŞ,CZOBOR FRANCISC,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
ARGEŞ,SĂLCIANU ALINA-GEORGIANA,SĂNĂTATE EDUCAŢIE NATURĂ SUSTENABILITATE
ARGEŞ,PAMBUCCIAN VARUJAN,UNIUNEA ARMENILOR DIN ROMÂNIA
ARGEŞ,TERZIAN SIRUN,UNIUNEA ARMENILOR DIN ROMÂNIA
ARGEŞ,BOGDAN-CĂUȘ-NICOLAIDES NARINE,UNIUNEA ARMENILOR DIN ROMÂNIA
ARGEŞ,PAPAZIAN PETRU,UNIUNEA ARMENILOR DIN ROMÂNIA
ARGEŞ,NACOV GHEORGHE,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,TOPCIOV PETRU,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,COSILCOV ADRIAN-SORIN,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,IVANCIOV ANA-CAROLINA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,PIȚ DANIEL-MARIUS,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,SEHABI PETRONELA,UNIUNEA BULGARĂ DIN BANAT- ROMÂNIA
ARGEŞ,GHERA GIURECI-SLOBODAN,UNIUNEA CROAȚILOR DIN ROMÂNIA
ARGEŞ,FIRCZAK IULIUS -MARIAN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,GAL FRANCISC-OSCAR,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,MUREȘAN MARIANA-SVETLANA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,BOJCSUK SVETLANA-CARMEN,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,BODNARIUC GABRIELA-CRISTINA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,BOCICOR MARIA,UNIUNEA CULTURALĂ A RUTENILOR DIN ROMÂNIA
ARGEŞ,AMET VAROL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARGEŞ,OMER METIN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARGEŞ,ZIADIN ELA,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARGEŞ,ARSLAN OZGÜN,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARGEŞ,VELULA ADEL,UNIUNEA DEMOCRATĂ A TĂTARILOR TURCO-MUSULMANI DIN ROMÂNIA
ARGEŞ,OANCEA-SZABO MONICA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,RÁKOSI-SEIWARTH ILDIKÓ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,ILYÉS LÓRÁND,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA

ARGEŞ,SAGHI CRISTIAN-ALEXANDRU,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,CSEP TOMA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,SOMOGYI ZALÁN,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,KOVACS ANDRÁS-SÁNDOR,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,SZAKACS BELA,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,KISS DEZSÖ,UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA
ARGEŞ,IBRAM IUSEIN,UNIUNEA DEMOCRATĂ TURCĂ DIN ROMÂNIA
ARGEŞ,MERKA ADRIAN-MIROSLAV,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
ARGEŞ,JUCAN IOANA-CRISTINA,UNIUNEA DEMOCRATICĂ A SLOVACILOR ȘI CEHILOR DIN ROMÂNIA
ARGEŞ,ZISOPOL DRAGOȘ-GABRIEL,UNIUNEA ELENĂ DIN ROMÂNIA
ARGEŞ,LONGHER GHERVAZEN,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARGEŞ,LONGHER VICTORIA,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARGEŞ,IRIȘEC IOSEF,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARGEŞ,ZIELONKA ANA,UNIUNEA POLONEZILOR DIN ROMÂNIA
ARGEŞ,MOȘTEANU LIVIU-IONUȚ,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,MIHĂILESCU MIHAI-IOAN,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,LIȚOI MARIN-FLORIN,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,MARINA IONUȚ-BOGDĂNEL,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,VĂTAFU MIHAI-IONUȚ,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,GHERASE IONUȚ,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,DIȚĂ GEORGETA,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,STOIAN MARIUS-LEONARD,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,PĂUN MARIAN-SORIN,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,DUMITRU VICTOR-FLORIN,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,DOVLEAC MANUELA-ELENA,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,IONIȚĂ IULIANA-DANIELA,UNIUNEA SALVAȚI ROMÂNIA
ARGEŞ,CRÎSTICI OGNEAN,UNIUNEA SÂRBILOR DIN ROMÂNIA
ARGEŞ,PETREȚCHI NICOLAE-MIROSLAV,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARGEŞ,HORVAT IRINA-LIUBA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARGEŞ,SAUCIUC ILIE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARGEŞ,SZABO-CONDREI MARIA,UNIUNEA UCRAINENILOR DIN ROMÂNIA
ARGEŞ,PASENCIUC VASILE,UNIUNEA UCRAINENILOR DIN ROMÂNIA
